bodyparts,RW,RW,RW,LW,LW,LW,RP,RP,RP,PP,PP,PP,LP,LP,LP,Nose,Nose,Nose,HB,HB,HB
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
14529,432.7153015,342.2208252,1,434.1804504,677.215271,1,418.2658997,435.8968811,1,411.0293884,505.7037048,0.999999881,416.1502686,573.5004883,1,496.7379761,463.6563416,0.002531316,502.289856,449.3363647,0.999997616
14530,432.711792,342.2208252,1,434.0663757,677.3954468,1,418.151001,435.8998413,1,411.0293884,505.7127075,0.999999881,416.1502686,573.3030396,0.999999881,1589.259277,702.0275879,0.000854917,497.9953613,446.3731995,0.999991536
14531,432.7153015,342.2208252,1,434.0663757,677.3954468,1,418.1158752,435.8998413,1,411.0136719,505.9876099,0.999999881,416.1808777,573.5721436,0.999999642,1589.259277,702.0275879,0.0030097,497.9953613,442.1706848,0.999989033
14532,432.6992188,342.1482544,1,433.9176331,677.4329834,1,418.151001,435.8998413,1,410.8532104,506.0556335,1,416.1808777,573.5852661,0.999999523,1588.800171,702.0275879,0.002026292,497.9953613,440.2919922,0.999988914
14533,432.6992188,342.1482544,1,433.8681641,677.4329834,1,418.2399902,435.8998413,1,410.8445129,506.0556335,0.999999881,415.8875122,573.5721436,0.999999881,1593.168701,702.0275879,0.00053889,499.6243286,440.2919922,0.999994755
14534,432.6472473,342.2608337,1,433.8550415,677.352356,1,418.2399902,435.8594055,1,410.7654724,506.0556335,1,416.1379395,572.9569092,1,1593.1698,702.2733154,0.001596166,501.3685913,440.2919922,0.999995708
14535,432.4900513,342.3125916,0.999999881,433.8140259,677.1918335,1,418.2399902,435.8594055,1,410.5704651,505.8479004,0.999999881,415.9735413,572.9569092,1,1593.1698,702.2733154,0.000922078,501.6012268,441.4396667,0.999990582
14536,432.4857788,342.3125916,0.999999881,433.8140259,677.352356,1,418.2677917,435.8594055,1,410.5704651,505.7853699,0.999999762,415.8875122,572.9569092,1,1593.283325,703.6669922,0.003382674,501.8096619,443.4622498,0.999990702
14537,432.4857788,342.3482971,0.999999881,433.8550415,677.1918335,1,418.2399902,435.7858887,1,410.6431885,505.7853699,0.999999881,415.9735413,572.9569092,1,1593.283325,702.4504395,0.008009766,502.4979858,443.6259766,0.999987125
14538,432.4857788,342.3482971,0.999999881,434.1542053,677.0604248,1,418.2178345,435.7858887,1,410.7402039,505.7853699,0.999999881,415.9789734,572.9541626,1,1593.1698,703.3034058,0.005514954,505.5473938,443.6952209,0.999965429
14539,432.6871338,342.3125916,0.999999881,434.1542053,677.1918335,1,418.1299744,435.7417297,1,410.7402039,505.7724915,0.999999881,415.9789734,572.99823,0.999999881,1592.776978,703.3034058,0.009877617,509.2859802,444.5351563,0.999956965
14540,432.884491,342.2759399,0.999999881,434.1542053,677.2411499,1,418.1299744,435.7417297,1,410.8890991,505.7724915,0.999999881,416.1017761,573.0987549,0.999999166,1592.425903,702.4504395,0.004393419,511.9074402,446.7313232,0.999962807
14541,432.9466248,342.2176819,0.999999881,434.1542053,677.161499,1,418.1098022,435.7417297,1,410.8890991,505.7724915,0.999999881,416.1017761,573.1287842,0.999999881,1592.425903,701.6775513,0.01098631,513.6635742,449.1040955,0.999995232
14542,432.9901733,342.2176819,0.999999881,434.1542053,677.1937256,1,418.1098022,435.8223572,1,410.8890991,505.7141724,0.999999881,416.1137695,573.0987549,1,516.151001,472.6127625,0.009538099,513.6635742,452.2783203,0.999999166
14543,432.9901733,342.2176819,0.999999881,434.1990967,677.1937256,1,418.1098022,435.8223572,1,410.6273804,505.7103271,0.999999881,416.1137695,573.1287842,1,514.5394287,469.1400452,0.004132784,513.6635742,455.4280396,0.999998689
14544,432.9466248,342.2176819,0.999999881,434.1990967,677.1854858,1,418.1098022,435.8223572,1,410.5968628,505.6871338,0.999999881,415.9960632,573.1287842,1,495.81604,450.8355713,0.03023902,513.6635742,456.8753967,0.999997616
14545,432.9611511,342.2176819,0.999999881,434.1990967,677.161499,1,418.1098022,435.8223572,1,410.5968628,505.7103271,0.999999881,415.9960632,573.0341797,1,495.81604,450.8355713,0.096986018,513.6635742,457.0735168,0.999998331
14546,432.9611511,342.2315674,0.999999881,434.1682129,677.1854858,1,418.0809021,435.7595215,1,410.5346985,505.6210632,0.999999881,416.0183411,573.0341797,1,495.81604,450.8355713,0.11177507,513.7907715,457.0735168,0.999998569
14547,432.9611511,342.2064514,0.999999881,434.0578613,677.1854858,1,418.0809021,435.7595215,1,410.5346985,505.7103271,0.999999881,416.0183411,573.0852051,0.999999881,496.4176025,452.1230164,0.011391049,514.1244507,457.0735168,0.999998331
14548,432.9782715,342.067688,0.999999881,433.9470215,677.2397461,1,418.1135254,435.8123779,1,410.7691345,505.7351379,0.999999881,416.3314819,573.008728,0.999999881,498.8587646,457.9833984,0.001723815,514.1936646,456.4911194,0.999998808
14549,433.0221558,342.0160828,0.999999881,433.9777222,677.2397461,1,418.1135254,435.8443909,1,410.7691345,505.8005371,0.999999881,416.3543396,573.0037231,0.999999881,499.2362976,458.5986633,0.002922374,514.2259521,455.7663269,0.999998808
14550,433.0221558,342.067688,0.999999881,433.9777222,677.2784424,1,418.1291504,435.8123779,1,410.5830688,505.8005371,1,416.3543396,572.956665,0.999999881,515.4102173,472.8547974,0.002706781,514.2259521,455.0708008,0.999998808
14551,433.0221558,342.0229797,0.999999881,434.0578613,677.2802124,1,418.1291504,435.8351746,1,410.8439331,505.8005371,1,416.3314819,572.956665,0.999999881,515.4102173,472.9511719,0.003308121,514.1936646,455.0708008,0.999999166
14552,432.8161926,342.067688,0.999999881,434.098999,677.2802124,1,418.0942688,435.8123779,1,410.8439331,505.8194275,0.999999881,416.3278198,572.956665,0.999999881,515.4102173,476.2170105,0.006069822,514.1936646,455.0708008,0.999998927
14553,432.8161926,342.1227112,0.999999881,434.2259216,677.2385254,1,418.0942688,435.8114929,1,410.7203064,505.8194275,0.999999881,416.3278198,572.956665,0.999999881,511.7678528,703.4754028,0.002019048,514.2259521,455.2038269,0.999998927
14554,432.8161926,342.1716003,0.999999881,434.2259216,677.2001343,1,418.1537781,435.8114929,1,410.7203064,505.6545105,0.999999881,416.3278198,572.8840332,0.999999881,511.7678528,703.4754028,0.009992543,514.1159668,455.51474,0.999999166
14555,432.8646545,342.2019043,0.999999881,434.2259216,677.2001343,1,418.0942688,435.8351746,1,410.7217407,505.6545105,0.999999881,416.3127441,573.0811157,1,497.1408081,702.5371704,0.002009488,514.6491699,455.6018372,0.999999046
14556,432.8877258,342.22229,0.999999881,434.2259216,677.2001343,1,418.2149963,435.7736511,1,410.7203064,505.6545105,0.999999881,416.3127441,572.8840332,1,496.6817017,702.5371704,0.002480407,514.6768799,456.5105286,0.999998569
14557,432.8877258,342.2019043,0.999999881,434.2595215,677.2001343,1,418.2149963,435.6986389,1,410.5519714,505.5942078,0.999999881,416.1809692,572.8626709,1,497.0317078,453.706543,0.005190385,514.6919556,456.7459412,0.999998093
14558,432.8646545,342.2019043,1,434.2595215,677.2573242,1,418.2094116,435.6986389,1,410.5519714,505.540863,0.999999881,416.1809692,572.8840332,1,497.1408081,453.706543,0.022541868,514.6919556,457.2566223,0.999998808
14559,432.8421936,342.0282898,1,434.3501587,677.3502197,1,418.0255127,435.6920166,1,410.5519714,505.540863,0.999999881,416.1016541,573.0811157,1,497.1408081,453.706543,0.009323999,514.6919556,457.2566223,0.999999046
14560,432.8299561,342.0282898,0.999999881,434.2595215,677.3502197,1,418.127594,435.6920166,1,410.5519714,505.540863,0.999999881,416.1681824,573.0634766,1,497.0317078,458.0314941,0.007887711,514.6919556,457.2566223,0.999998689
14561,432.8299561,342.0282898,0.999999881,434.1057129,677.3116455,1,418.0255127,435.6920166,1,410.6572266,505.5537415,0.999999881,416.1681824,573.1004639,1,498.2947998,458.3216858,0.002770899,514.5567627,457.1382751,0.999998569
14562,432.8421936,342.0975342,0.999999881,434.1003113,677.3287354,1,418.0255127,435.6920166,1,410.7241211,505.5537415,0.999999881,416.1681824,573.1607666,1,498.8017578,702.0269165,0.007116855,514.5567627,457.1382751,0.999997973
14563,432.8463135,342.1936646,0.999999881,434.1057129,677.3116455,1,418.127594,435.7151794,1,410.7241211,505.7050171,1,416.1681824,573.2401733,0.999999881,498.2947998,458.3216858,0.003037389,514.5567627,457.1382751,0.999997854
14564,432.87854,342.1936646,0.999999881,434.1057129,677.2894897,1,418.127594,435.7151794,1,410.7244263,505.6439819,0.999999881,416.2086792,573.1765137,0.999999881,498.2947998,702.0269165,0.004433837,514.9152222,457.1382751,0.999997973
14565,432.9773865,342.1569519,0.999999881,434.1057129,677.2894897,1,418.0599365,435.6706543,1,410.7355347,505.6439819,0.999999881,416.2086792,573.2192383,0.999999881,498.2947998,458.3216858,0.006391569,514.9152222,457.1382751,0.999998569
14566,433.0177917,342.1569519,1,434.1003113,677.2894897,1,418.1367493,435.682373,1,410.7376404,505.7050171,0.999999881,416.2420044,573.2192383,0.999999881,498.8547363,457.9987793,0.003787062,515.0514526,456.9888916,0.999998331
14567,432.9773865,342.1569519,0.999999881,433.9989929,677.2894897,1,418.1150513,435.6706543,1,410.7828064,505.7228699,0.999999881,416.2086792,573.288147,0.999999881,498.8547363,457.9987793,0.005726602,514.9873047,456.9381104,0.999997973
14568,432.9773865,342.1569519,1,433.9989929,677.2894897,1,418.0599365,435.6706543,1,410.7376404,505.7228699,0.999999881,416.0799561,573.288147,0.999999881,498.8547363,458.8441162,0.004714857,514.9873047,456.9381104,0.999997735
14569,432.9462891,342.2089844,0.999999881,433.9789429,677.2965698,1,418.1150513,435.5732117,1,410.7376404,505.744812,0.999999881,416.0799561,573.3410034,0.999999881,498.8547363,457.9987793,0.001935769,515.0514526,456.9888916,0.999997854
14570,432.9462891,342.2089844,0.999999881,433.980072,677.2476196,1,418.1150513,435.5732117,1,410.5733643,505.7228699,0.999999881,416.2233582,573.3410034,0.999999881,498.8547363,458.8441162,0.007849893,515.0514526,457.1904297,0.999998093
14571,432.9462891,342.2089844,1,433.9989929,677.2476196,1,417.9954529,435.5732117,1,410.5733643,505.7228699,1,416.1837769,573.288147,0.999999881,499.1262207,703.2755737,0.00165623,515.5056763,457.1904297,0.999998093
14572,432.9462891,342.1571655,1,434.0312195,677.2476196,1,417.9954529,435.7948303,1,410.5733643,505.7553711,1,416.1837769,573.0751953,0.999999762,442.2589722,912.262207,0.00332522,515.5056763,457.2422485,0.999998093
14573,432.9462891,342.1307373,0.999999881,434.0940247,677.2965698,1,418.0690918,435.7752686,1,410.5733643,505.7553711,1,416.2233582,573.0732422,0.999999762,497.1881409,703.2755737,0.009934021,515.4450684,457.2579346,0.999998212
14574,432.8687134,342.1307373,1,434.0940247,677.2637329,1,418.0690918,435.7752686,1,410.7178955,505.6940308,0.999999881,416.1876526,573.0732422,0.999999762,441.4108887,913.276062,0.004412425,515.4450684,457.2855225,0.999998331
14575,432.8450012,342.1307373,1,434.1507568,677.2680054,1,418.0690918,435.7752686,1,410.7417297,505.7553711,0.999999881,416.1876526,573.0751953,0.999999881,497.1881409,707.6809082,0.002479709,515.5056763,457.7241211,0.999998569
14576,432.8393555,342.1341858,0.999999881,434.1507568,677.2680054,1,418.1919556,435.7752686,1,410.7178955,505.7239685,1,416.2372742,573.2523804,0.999999881,497.1881409,707.6809082,0.006330209,515.6539917,457.8013611,0.999998569
14577,432.8393555,342.1372375,1,434.2432556,677.2637329,1,418.0690918,435.7262573,1,410.6738892,505.7239685,0.999999881,416.2372742,573.4338379,0.999999881,497.1881409,707.6809082,0.003666833,515.6791382,457.8013611,0.999998569
14578,432.7981567,342.1737976,0.999999881,434.2329712,677.2637329,1,418.0939636,435.7262573,1,410.6738892,505.7527161,0.999999881,416.2163391,573.4893188,0.999999881,497.7122498,707.6809082,0.002383358,515.6791382,457.7241211,0.99999845
14579,432.8393555,342.197937,1,434.2329712,677.0474854,1,418.0663757,435.7377014,1,410.5929871,505.7712097,1,416.2163391,573.4893188,0.999999881,1587.416748,707.6809082,0.00241776,515.6791382,457.1703491,0.999998093
14580,432.8393555,342.2180176,0.999999881,434.1527405,677.0474854,1,418.0939636,435.7377014,1,410.5929871,505.7712097,0.999999881,416.1625977,573.4893188,0.999999881,497.7122498,701.559021,0.001794466,515.6791382,457.1703491,0.999997973
14581,432.9544373,342.197937,0.999999881,434.2329712,677.1168213,1,418.0939636,435.7159729,1,410.5929871,505.7712097,0.999999881,415.995636,573.4212646,0.999999881,494.9950867,701.559021,0.002578898,515.6791382,457.1628418,0.999997854
14582,432.8578796,342.197937,1,434.1527405,677.1756592,1,418.2044678,435.7194214,1,410.6447144,505.7712097,0.999999881,415.995636,573.1772461,0.999999762,520.0300293,701.559021,0.451580107,515.6141357,457.1628418,0.999999046
14583,432.8578796,342.197937,1,434.1106567,677.1196899,1,418.2044678,435.7194214,1,410.8865051,505.7712097,0.999999881,416.1625977,573.1772461,0.999999762,515.3271484,713.694397,0.024605269,515.6141357,456.7929077,0.999996662
14584,432.7251282,342.2180176,1,434.1106567,677.1196899,1,418.223114,435.7194214,1,410.8865051,505.7392273,0.999999881,416.2382507,573.1772461,0.999999881,494.9950867,943.0441284,0.004898567,515.3334961,452.6592712,0.999997616
14585,432.8336792,342.0653381,1,434.1106567,677.1168213,1,418.223114,435.766449,1,411.1495972,505.7392273,0.999999881,416.2382507,573.4212646,0.999999881,494.1425781,943.0441284,0.013773946,513.78302,446.7905579,0.999973893
14586,432.7811584,342.0653381,0.999999881,434.1106567,677.1196899,1,418.2481384,435.844635,1,411.1405029,505.5241699,0.999999881,416.2382507,573.1772461,0.999999762,515.3271484,943.0441284,0.001726643,506.4969788,442.126709,0.999945641
14587,432.7811584,342.0653381,1,433.9730225,677.0581055,1,418.1594543,435.8499756,1,411.2997742,505.7720337,0.999999881,416.2718506,573.1622925,1,515.3271484,929.6738892,0.00072814,500.5712585,437.6361389,0.999996424
14588,432.7811584,342.0653381,1,434.3112488,677.0551147,1,418.0340576,435.9576721,1,411.1405029,505.8239746,0.999999762,416.1702271,573.0786133,1,1589.524292,705.2510376,0.001807421,499.7070923,432.0618286,0.999992371
14589,432.7811584,342.0653381,1,434.2117615,677.0581055,1,418.0109253,435.9576721,1,411.1405029,505.8239746,0.999999881,416.1150208,573.0786133,1,1589.524292,702.1373901,0.001714092,497.1765137,425.7910156,0.999995351
14590,432.7605286,342.1411133,1,434.2117615,677.0862427,1,418.0109253,435.9576721,1,410.9220886,505.602478,0.999999881,415.9888306,573.0610352,1,1590.437744,702.1373901,0.001741534,493.2769775,425.2368164,0.999993801
14591,432.7605286,342.1914673,1,434.1629639,677.0862427,1,418.0109253,435.8232727,1,410.9220886,505.602478,0.999999881,415.9879761,573.0610352,1,1590.437744,701.9093018,0.000373132,492.4216309,425.2368164,0.999997616
14592,432.7375183,342.1914673,1,434.1629639,677.2590942,1,418.0645447,435.8232727,1,410.9220886,505.602478,1,415.9879761,573.0390015,1,1592.298828,701.8257446,0.002212847,492.4216309,425.0490417,0.999995947
14593,432.7375183,342.1914673,1,433.9999084,677.3274536,1,418.0645447,435.8232727,1,410.9450989,505.602478,1,415.9879761,573.0390015,1,1590.437744,701.8257446,0.002169194,492.4216309,425.0982056,0.999994278
14594,432.7605286,342.1059265,1,433.9999084,677.3274536,1,418.1003113,435.8403015,1,411.2207031,505.602478,0.999999881,415.9879761,573.0390015,1,1590.437744,712.6575317,0.004219111,492.438446,425.2368164,0.999997973
14595,432.7375183,342.1059265,1,433.9999084,677.2591553,1,418.1705933,435.9240417,1,411.2207031,505.5083923,0.999999881,416.0715027,573.0390015,1,1589.824463,701.8257446,0.00115821,493.9518433,425.2713623,0.999994516
14596,432.7375183,342.0618896,1,434.0637817,677.2591553,1,418.1003113,435.9240417,1,411.2207031,505.5280457,0.999999642,416.1249084,573.0390015,1,1589.677612,701.8257446,0.001082744,496.0157776,425.2749023,0.99999547
14597,432.6938477,342.1059265,0.999999881,434.0637817,677.1274414,1,418.09729,435.861969,1,411.223877,505.5280457,0.999999762,416.1249084,573.0493774,1,1589.677612,701.5599976,0.005126873,497.0840149,429.4585876,0.999996662
14598,432.7717285,342.1059265,1,434.0709534,677.0743408,1,418.09729,435.8512878,1,410.9976196,505.5280457,0.999999762,416.225708,572.9577637,1,1589.824463,701.5599976,0.002187934,498.2893372,435.0640259,0.999997497
14599,432.656189,342.1326599,1,434.0752869,677.0743408,1,418.09729,435.861969,1,410.9317932,505.7165527,0.999999881,416.1249084,572.9577637,1,1590.235474,701.5599976,0.001538974,499.7320557,436.483429,0.999997854
14600,432.7027893,342.1326599,1,434.0752869,677.0338745,1,418.09729,435.861969,1,410.9685364,505.7165527,0.999999881,416.1249084,573.0510864,1,1592.098633,702.9028931,0.001373532,503.8105774,439.8588257,0.999993324
14601,432.7027893,342.1326599,1,434.0752869,677.0743408,1,418.243988,435.8512878,1,410.8464661,505.776123,0.999999762,415.8335876,573.0510864,1,1592.098633,703.9517822,0.003060584,503.8105774,440.8841248,0.999976754
14602,432.7130737,342.0242615,1,434.0752869,677.270813,1,418.243988,435.8793945,1,410.8464661,505.7192383,0.999999762,415.8335876,573.0449219,1,1590.235474,706.1021729,0.0020277,503.8105774,440.8841248,0.999977231
14603,432.7130737,342.0242615,1,434.1400452,677.3673096,1,418.243988,435.9136353,1,410.8464661,505.7192383,0.999999762,415.8335876,573.0449219,1,1589.365845,706.1021729,0.001515588,502.9589539,440.8841248,0.999991179
14604,432.7284546,342.0242615,1,434.1501465,677.3673096,1,418.243988,435.8793945,1,410.8464661,505.7192383,0.999999762,416.0600891,573.0394897,1,1589.365845,706.1021729,0.001548446,500.6463623,438.9897156,0.999996781
14605,432.8756104,342.0242615,1,434.1501465,677.3673096,1,418.3587952,435.7836304,1,410.8339539,505.7192383,0.999999642,416.1425171,573.0255127,1,1589.365845,706.1021729,0.000560208,499.9670715,438.9897156,0.999996662
14606,432.8756104,342.125885,1,434.1501465,677.2914429,1,418.2417603,435.8394775,1,410.7153625,505.7192383,0.999999642,416.1425171,573.0255127,1,1589.455688,703.1231079,0.003894368,499.9670715,438.9897156,0.999996662
14607,432.7705078,342.125885,1,434.1501465,677.1769409,1,418.32547,435.8394775,1,410.7153625,505.5629578,0.999999642,416.0600891,572.9805908,1,1589.455688,702.3557739,0.000615986,499.9670715,439.8024292,0.999993086
14608,432.7284546,342.125885,1,434.1469727,677.1769409,1,418.32547,435.8394775,1,410.8236389,505.5526733,0.999999762,416.0099487,572.9805908,1,1589.455688,702.3557739,0.000528609,500.5117493,441.2266541,0.999990702
14609,432.7457581,342.1147766,1,434.132782,677.1769409,1,418.2207336,435.8394775,1,410.8236389,505.5629578,0.999999881,415.9895935,572.9805908,1,1533.802734,703.1231079,0.002626763,501.9547119,443.0405273,0.999995828
14610,432.6854248,342.1147766,1,434.132782,677.0491943,1,418.0375671,435.8394775,1,410.71875,505.5629578,0.999999881,415.9552002,572.9514771,1,1533.802734,706.821228,0.005998604,502.5832825,443.7347412,0.999994636
14611,432.6926575,342.1147766,1,434.080719,677.0491943,1,418.0375671,435.8067627,1,410.7752075,505.5629578,0.999999881,415.7555847,572.9396973,0.999999881,1498.939087,834.8705444,0.002094346,505.8526001,444.6289673,0.999976635
14612,432.6926575,342.1229553,1,434.080719,677.0994873,1,417.9818726,435.8067627,1,410.71875,505.6103516,0.999999881,415.6572876,572.8926392,0.999999881,1498.939087,834.8705444,0.008874051,507.8437805,444.6408997,0.999978542
14613,432.7457581,342.1914673,1,434.132782,677.0091553,1,418.0375671,435.8067627,1,410.6811523,505.7129822,0.999999881,415.6572876,572.8638306,0.999999642,1588.229248,706.821228,0.004096728,508.7951965,445.3499756,0.999977469
14614,432.789917,342.1914673,1,434.1573792,677.0994873,1,417.9233093,435.8727722,1,410.5838318,505.6942749,1,415.7555847,572.8638306,0.999999523,1588.576538,705.4545288,0.003664983,509.0108643,445.597229,0.999977231
14615,432.7940369,342.1914673,1,434.1573792,677.21698,1,418.0418701,435.8749695,1,410.5838318,505.7129822,0.999999881,415.9239197,572.8926392,0.999999642,1588.576538,705.4545288,0.012399108,509.3501892,445.7419434,0.999973536
14616,432.8308716,342.1914673,0.999999881,434.1573792,677.0994873,1,417.9732361,435.8749695,1,410.5838318,505.7129822,0.999999881,415.9239197,572.8926392,0.999999642,1588.576538,705.4545288,0.00152142,509.3501892,445.992981,0.999974847
14617,432.7940369,342.194397,1,434.073761,677.1950684,1,417.9732361,435.8749695,1,410.807251,505.7129822,1,415.9782104,572.8536987,0.999999642,1563.490967,703.0617676,0.001102413,509.0108643,446.8539124,0.999976993
14618,432.7940369,342.194397,1,434.073761,677.21698,1,417.9570313,435.9014587,1,410.8299561,505.6942749,0.999999881,416.0430298,573.086792,0.999999642,482.9111633,702.0386963,0.003349375,508.7220764,448.0298767,0.99998796
14619,432.6643372,342.194397,1,434.0483704,677.21698,1,417.9732361,435.9626465,1,410.8299561,505.6785889,1,415.9782104,572.84375,0.999999642,482.9111633,444.7741699,0.013885093,508.7220764,449.4944153,0.999995112
14620,432.6643372,342.2837524,1,434.073761,677.1950684,1,417.9732361,435.9014587,1,410.8299561,505.6672363,0.999999881,415.9782104,572.84375,0.999999881,482.6957092,442.0281982,0.008834539,508.7220764,449.5871887,0.999995351
14621,432.6564026,342.194397,1,433.9537964,677.3911743,1,418.0137024,435.9014587,1,410.8413696,505.6785889,0.999999881,416.0393372,572.84375,0.999999881,482.6957092,440.3700867,0.964892447,506.5944214,449.5871887,0.999997854
14622,432.6564026,342.0874023,1,433.9537964,677.3911743,1,418.0137024,435.9626465,1,410.8413696,505.6785889,0.999999881,416.0393372,572.7138672,0.999999762,482.6957092,440.3700867,0.94384867,506.1414185,449.5871887,0.999996662
14623,432.7551575,342.0609436,1,433.9537964,677.0799561,1,418.1316528,435.8977051,1,410.8815002,505.6672363,1,415.8145142,572.7138672,0.999999762,482.6957092,440.3700867,0.342520326,503.499939,440.6179504,0.999994278
14624,432.8001099,341.9950256,1,433.9537964,677.0235596,1,418.1316528,435.7983093,1,411.1066589,505.6997681,1,416.0393372,572.9121704,0.999999404,482.6957092,702.4094849,0.001498407,494.4504089,427.8621826,0.999988556
14625,432.9091187,341.9950256,1,433.9537964,677.0235596,1,418.1316528,435.6337891,1,411.6292419,505.6997681,0.999999881,416.0590515,572.8686523,0.999999881,1500.265015,702.4094849,0.001603891,488.9415588,421.6092224,0.99998641
14626,432.9091187,341.9950256,1,434.1412964,677.0137939,1,417.8864136,435.7983093,1,411.6292419,505.6997681,0.999999762,415.8712158,573.1138916,1,1589.786743,702.4992065,0.000691965,484.6750488,412.3189392,0.999998212
14627,433.1912231,341.9950256,1,434.4121399,677.0235596,1,418.1316528,435.6337891,1,411.6292419,505.6029968,1,415.8712158,573.1138916,1,1589.786743,702.4094849,0.003767312,482.7014771,411.4016113,0.999996066
14628,433.3825378,342.07901,1,434.4121399,677.0235596,1,417.8948364,435.3656006,1,411.4843445,505.6997681,0.999999881,415.9805603,573.0549927,1,1500.265015,701.6956787,0.001012517,481.5888062,401.9458923,0.999996781
14629,434.1661072,342.0906067,0.999999881,434.4121399,677.0426636,1,417.8948364,435.2820129,1,411.3735352,505.7506409,0.999999881,415.9805603,573.045105,1,459.7086487,418.705719,0.000596154,481.3394775,400.6567383,0.999996424
14630,436.8660583,342.07901,1,434.2641296,677.0137939,1,417.7713013,435.1240234,1,411.3735352,505.7763672,0.999999881,415.9805603,573.045105,1,453.0802612,418.705719,0.87648952,480.3898621,400.6567383,0.999997973
14631,436.8660583,341.892334,1,434.2641296,677.0426636,1,417.7713013,434.969635,1,411.4585876,505.942688,0.999999881,415.9805603,573.045105,1,452.8649597,418.705719,0.941649377,481.252655,401.4684143,0.999993443
14632,436.8660583,342.0906067,1,434.2641296,677.159729,1,417.3329468,434.969635,1,411.4585876,505.942688,0.999999881,415.9805603,573.045105,1,452.4935608,420.5493164,0.991160452,481.252655,401.4684143,0.999996185
14633,433.9573669,341.892334,0.999999881,434.2113342,677.1852417,1,417.3329468,435.1240234,1,411.3735352,505.942688,0.999999881,415.976532,573.1464844,1,451.521759,420.5493164,0.999997616,481.252655,405.0278015,0.999997735
14634,433.8359985,341.892334,1,434.2113342,677.2313843,1,417.61203,435.5675354,0.999998331,411.1412048,505.942688,1,415.976532,573.1464844,1,451.521759,420.5493164,0.917480528,482.9530029,407.7485962,0.999999046
14635,433.4937744,342.0514526,1,434.1837463,677.2506714,1,417.61203,435.8189087,1,411.1412048,506.0507507,0.999999642,415.976532,573.1464844,1,451.521759,417.7233276,0.999999881,488.6257324,413.5352478,0.999998689
14636,433.4937744,342.0514526,1,434.1837463,677.2313843,1,417.7068176,435.9769287,1,411.1412048,506.1818848,0.999999404,416.0684509,573.0830688,1,456.5332031,416.9420471,0.999997973,495.0848694,416.5292664,0.999998569
14637,433.8359985,342.0514526,1,434.1453552,677.2313843,1,417.7068176,435.8189087,1,411.1962585,506.1818848,0.999999762,416.0684509,573.055542,1,456.5332031,416.9420471,0.999999166,497.4525757,419.483429,0.999999404
14638,434.2629089,342.0514526,1,434.1191711,677.0682983,1,417.7068176,435.8189087,1,411.1962585,506.1387939,0.999999881,416.0684509,573.050354,1,456.5332031,416.9420471,0.999999642,500.1455078,422.2561646,0.999999642
14639,434.4384155,342.0415344,1,434.06073,677.0682983,1,417.6444092,435.9403381,1,411.1962585,506.0507507,0.999999881,415.955719,573.0300293,1,454.180542,418.9896851,1,500.1455078,423.7424316,0.999999166
14640,434.6583862,342.0415344,1,434.1191711,677.0567627,1,417.5055542,435.9769287,1,411.1087341,505.7510376,0.999999881,415.955719,573.055542,1,452.581604,425.6313782,1,500.1455078,424.0231018,0.999999642
14641,434.6583862,342.1148376,1,434.1191711,677.0682983,1,417.5032349,435.9403381,1,411.1087341,505.7510376,0.999999762,415.955719,573.055542,1,448.6578369,430.8480225,0.999999881,495.4658203,424.0231018,0.999999285
14642,434.4384155,342.1148376,1,434.1191711,677.0917969,1,417.5032349,435.9403381,1,410.9028625,505.739563,0.999999762,415.8989868,573.0647583,1,445.853241,437.5693665,1,488.312439,425.8997803,0.999999285
14643,433.8989563,342.1759644,1,434.0076599,677.0917969,1,417.5055542,435.7698669,1,411.0751343,505.7510376,0.999999881,415.8989868,573.0778198,1,445.853241,440.8079834,0.999999523,481.6435547,426.3965149,0.999999642
14644,433.8989563,342.1943359,1,434.0724792,676.9556274,1,417.991394,435.7698669,1,410.8638611,505.9822998,0.999999881,415.8749695,573.114502,1,445.853241,445.7675781,0.996982634,479.9431763,426.3965149,0.99999702
14645,433.8989563,342.1943359,1,434.0076599,677.0917969,1,418.0022583,435.7698669,1,410.8638611,505.9822998,1,415.8749695,573.114502,1,445.853241,445.7675781,0.033101335,476.579895,426.5926819,0.99999845
14646,434.0982361,342.1943359,1,434.0076599,677.1268311,1,418.0022583,435.7698669,1,410.8638611,505.9064636,1,415.7823181,573.0778198,1,445.853241,448.7270508,0.042247523,466.3933411,430.4952393,0.999998569
14647,434.239624,342.1943359,1,434.0532837,677.1298828,1,417.991394,436.0585327,1,410.8638611,506.0996094,0.999999881,415.8749695,573.0634155,1,433.4189453,467.2224426,0.102673739,460.2803955,431.2353516,0.999996305
14648,434.239624,342.2848206,1,434.0724792,677.1591187,1,417.7461853,436.0585327,1,410.757843,506.0996094,0.999999523,415.7823181,573.0634155,1,433.4189453,472.368866,0.109292917,460.1795654,438.5263672,0.999999404
14649,434.239624,342.1222839,1,434.1232605,677.1591187,1,417.7461853,435.4850769,1,410.757843,505.9763489,0.999999642,415.8920288,573.0634155,1,433.4189453,472.368866,0.999969482,460.0139771,439.9781189,0.999996901
